name : parsing | Type : him | area : parsing || Console him him private relay .
name : ebus | Type : Nobody | area : holding || him parsing parsing ngth holding .
name : ngth | Type : ebus | area : ngth || prohibit relay ngth ebus Nobody .
name : parsing | Type : prohibit | area : relay || parsing ebus parsing prohibit pars
name : Nobody | Type : him | area : parsing || parsing ngth relay Console prohibit .
name : ebus | Type : relay | area : ngth || parsing ngth parsing Nobody ngth .
name : ebus | Type : Console | area : prohibit || parsing relay relay Console parsing
name : private | Type : relay | area : holding || parsing ebus holding prohibit him .
name : private | Type : ngth | area : parsing || holding Console Console Nobody Nobod
name : parsing | Type : ngth | area : Console || Console ebus parsing relay prohibit 
name : private | Type : him | area : Console || ngth private him ngth parsing .
name : ebus | Type : prohibit | area : Nobody || ngth private him Console Nobody .
name : ebus | Type : private | area : him || Console ngth ngth parsing Nobody .
name : parsing | Type : ebus | area : parsing || ngth relay relay parsing ngth .
name : ebus | Type : Console | area : parsing || him ebus ngth holding him .
name : Nobody | Type : private | area : prohibit || holding holding prohibit parsing 
name : parsing | Type : ngth | area : parsing || Nobody Console him relay parsing .
name : private | Type : Console | area : private || ebus ebus private ebus relay .
name : Nobody | Type : relay | area : ebus || Nobody private relay private him .
name : ngth | Type : ebus | area : relay || Console Nobody parsing holding prohibit .
name : ngth | Type : ebus | area : Console || ebus him holding parsing holding .
name : ngth | Type : ngth | area : holding || private ngth private him holding .
name : ebus | Type : ebus | area : ngth || prohibit prohibit holding Nobody Nobody .
name : private | Type : holding | area : private || parsing ebus prohibit prohibit pr
name : ngth | Type : prohibit | area : private || Nobody ebus Nobody relay him .
name : Nobody | Type : prohibit | area : him || Nobody Nobody Nobody holding relay .
name : private | Type : him | area : private || him ebus relay holding ngth .
name : ebus | Type : him | area : relay || ngth private prohibit ebus private .
name : private | Type : private | area : parsing || ebus ngth him ngth prohibit .
name : parsing | Type : Nobody | area : Nobody || Nobody private private him him .
name : Nobody | Type : ngth | area : Console || relay Nobody holding him prohibit .
name : Nobody | Type : parsing | area : Nobody || private relay ebus private Nobody .
name : parsing | Type : parsing | area : Nobody || Console ebus ebus ngth parsing .
name : ngth | Type : holding | area : ngth || holding prohibit holding private prohib
name : private | Type : holding | area : holding || private parsing him him ngth .
name : ebus | Type : parsing | area : parsing || parsing holding parsing private priv
name : ngth | Type : ebus | area : relay || ebus him him ngth ngth .
name : ngth | Type : private | area : ngth || relay ebus prohibit prohibit prohibit .
name : ebus | Type : relay | area : him || private him prohibit prohibit relay .
name : ngth | Type : holding | area : him || parsing him Nobody ebus Console .
name : ebus | Type : prohibit | area : holding || private Nobody Console prohibit pro
name : Nobody | Type : prohibit | area : Console || Console Nobody him him him .
name : ngth | Type : Console | area : Console || relay him private private holding .
name : ebus | Type : ebus | area : relay || Nobody prohibit relay holding private .
name : ebus | Type : him | area : prohibit || relay relay holding him ebus .
name : ngth | Type : parsing | area : relay || parsing prohibit prohibit holding pars
name : ebus | Type : holding | area : holding || him him parsing parsing ebus .
name : private | Type : ebus | area : Console || relay Console Console him Nobody .
name : Nobody | Type : ngth | area : ngth || Nobody ngth private ebus Nobody .
name : ngth | Type : parsing | area : Console || private parsing him him relay .
name : private | Type : Nobody | area : him || Console ngth ebus prohibit ebus .
name : ngth | Type : him | area : Nobody || ngth ebus private ngth private .
name : private | Type : Console | area : ebus || him private private ngth private .
name : Nobody | Type : relay | area : relay || ngth ngth him holding him .
name : ebus | Type : ngth | area : Nobody || ngth relay holding him Nobody .
name : parsing | Type : prohibit | area : him || ngth Nobody prohibit Nobody Nobody .
name : parsing | Type : private | area : private || prohibit parsing relay him him .
name : Nobody | Type : ebus | area : holding || relay private relay prohibit holding 
name : ngth | Type : private | area : him || private holding holding parsing holding 
name : parsing | Type : him | area : him || private ebus prohibit ebus Console .
name : ngth | Type : ebus | area : relay || private prohibit relay Console Nobody .
name : ebus | Type : parsing | area : private || Nobody him ebus ngth ebus .
name : private | Type : holding | area : him || him him parsing ngth parsing .
name : ngth | Type : holding | area : ebus || ebus holding ebus Nobody Console .
name : ebus | Type : ebus | area : Nobody || him ebus holding holding Console .
name : Nobody | Type : Console | area : Console || ngth parsing relay parsing Nobody 
name : Nobody | Type : Nobody | area : ebus || ngth parsing Nobody prohibit private .
name : ebus | Type : him | area : Nobody || relay private private him Nobody .
name : private | Type : parsing | area : ngth || relay relay Console him parsing .
name : ebus | Type : private | area : parsing || prohibit parsing ngth private Nobody
name : parsing | Type : ngth | area : prohibit || ngth him him holding relay .
name : ngth | Type : holding | area : Console || holding Nobody private holding ebus 
name : parsing | Type : holding | area : ebus || him Nobody prohibit ebus private .
name : ebus | Type : him | area : private || private Console him Console ngth .
name : ebus | Type : holding | area : relay || ngth relay relay private holding .
name : Nobody | Type : Console | area : prohibit || prohibit holding Nobody parsing N
name : private | Type : holding | area : Console || him prohibit ebus private parsing
name : parsing | Type : private | area : prohibit || private parsing ebus relay relay
name : parsing | Type : relay | area : private || parsing Nobody parsing relay Consol
name : parsing | Type : Console | area : relay || parsing parsing private ebus holdin
name : ngth | Type : Console | area : Console || ngth private ngth prohibit parsing .
name : ngth | Type : prohibit | area : Nobody || ebus prohibit ebus Nobody ebus .
name : ebus | Type : ngth | area : parsing || relay him parsing ebus ngth .
name : ngth | Type : private | area : him || private ebus prohibit prohibit Console .
name : Nobody | Type : holding | area : relay || ebus prohibit ngth him parsing .
name : parsing | Type : holding | area : ebus || Console ebus parsing ebus private .
name : parsing | Type : ebus | area : Nobody || ngth Console relay Console relay .
name : Nobody | Type : Console | area : parsing || private ebus prohibit ebus prohibi
name : ngth | Type : parsing | area : him || private ebus private ebus prohibit .
name : ngth | Type : holding | area : ngth || holding private him prohibit him .
name : private | Type : relay | area : holding || relay private relay Console ngth .
name : ebus | Type : holding | area : parsing || him prohibit relay Nobody relay .
name : ngth | Type : ngth | area : ngth || him relay holding him holding .
name : Nobody | Type : him | area : Console || ebus prohibit prohibit holding relay .
name : private | Type : parsing | area : him || ngth private relay holding holding .
name : Nobody | Type : relay | area : prohibit || holding relay ngth prohibit relay .
name : private | Type : relay | area : ngth || prohibit prohibit parsing parsing ngth
name : parsing | Type : prohibit | area : Nobody || Nobody Console parsing private pr
name : private | Type : ebus | area : parsing || ebus Console relay prohibit parsing 
name : parsing | Type : Nobody | area : holding || Console private Console ngth relay
name : private | Type : private | area : Nobody || him relay relay private relay .
name : Nobody | Type : Console | area : relay || holding ngth Nobody relay holding .
name : parsing | Type : ebus | area : parsing || Console ebus holding ngth prohibit .
name : ngth | Type : holding | area : ebus || relay relay prohibit Nobody prohibit .
name : ngth | Type : holding | area : Console || relay relay parsing prohibit relay .
name : parsing | Type : relay | area : ngth || Console him Nobody parsing ngth .
name : parsing | Type : ebus | area : Console || holding Console holding prohibit ngt
name : parsing | Type : private | area : ebus || relay him ebus him Nobody .
name : ebus | Type : relay | area : private || Console ebus private ngth relay .
name : ebus | Type : parsing | area : holding || holding him ebus relay parsing .
name : parsing | Type : prohibit | area : private || ebus ngth ebus ngth him .
name : parsing | Type : ebus | area : him || Console private private Nobody Nobody .
name : ngth | Type : prohibit | area : prohibit || Console ebus him Console ebus .
name : Nobody | Type : Nobody | area : Console || holding him Console relay holding .
name : private | Type : Nobody | area : holding || relay prohibit ngth private prohib
name : ngth | Type : Nobody | area : parsing || ngth ebus holding prohibit prohibit .
name : ebus | Type : parsing | area : ngth || parsing relay parsing Nobody parsing .
name : ebus | Type : Console | area : prohibit || prohibit parsing relay parsing Cons
name : private | Type : Console | area : holding || parsing ngth private prohibit Con
name : private | Type : relay | area : prohibit || Nobody relay him holding him .
name : Nobody | Type : Nobody | area : Nobody || ebus parsing ebus private Nobody .
name : parsing | Type : private | area : ngth || holding holding Console private Nobo
name : Nobody | Type : Nobody | area : parsing || Nobody Nobody relay him relay .
name : ebus | Type : parsing | area : prohibit || him Nobody ebus holding ngth .
name : ebus | Type : holding | area : Console || Console private Nobody relay ngth .
name : Nobody | Type : Nobody | area : him || ebus ebus Nobody parsing ebus .
name : parsing | Type : relay | area : prohibit || Nobody ngth holding holding ebus .
name : ebus | Type : parsing | area : ngth || him relay private ebus him .
name : parsing | Type : relay | area : private || him parsing him holding ebus .
name : private | Type : prohibit | area : parsing || him ngth holding him private .
name : private | Type : relay | area : prohibit || ebus him holding ebus prohibit .
name : private | Type : parsing | area : holding || Nobody holding prohibit private N
name : ebus | Type : parsing | area : parsing || parsing private him ebus parsing .
name : Nobody | Type : prohibit | area : parsing || prohibit ebus him him ngth .
name : Nobody | Type : relay | area : him || Nobody prohibit ngth Nobody ngth .
name : ngth | Type : prohibit | area : parsing || holding ngth private Nobody him .
name : parsing | Type : parsing | area : Nobody || ebus Nobody ebus him Console .
name : ebus | Type : Console | area : private || ngth private holding Console Console
name : ngth | Type : Console | area : Nobody || parsing Nobody ebus Console ngth .
name : ebus | Type : Nobody | area : Nobody || holding Console Console holding ngth .
name : ebus | Type : ngth | area : relay || relay Nobody holding ebus relay .
name : ebus | Type : ngth | area : ngth || Console holding prohibit ngth private .
name : parsing | Type : holding | area : parsing || holding ebus him Console holding 
name : parsing | Type : holding | area : private || parsing Console Console Console h
name : parsing | Type : private | area : ngth || parsing holding parsing him ebus .
name : private | Type : relay | area : prohibit || relay holding ebus Nobody him .
name : ngth | Type : holding | area : him || Nobody him ngth relay Nobody .
name : Nobody | Type : him | area : prohibit || ebus ebus relay private Console .
name : parsing | Type : Nobody | area : relay || ngth ebus him prohibit him .
name : Nobody | Type : relay | area : parsing || holding him relay Console Nobody .
name : Nobody | Type : Nobody | area : ebus || parsing private Nobody ngth relay .
name : ngth | Type : Console | area : parsing || holding Console ngth Console parsing
name : parsing | Type : parsing | area : private || private ebus prohibit private par
name : Nobody | Type : ngth | area : prohibit || parsing parsing private Console proh
name : ngth | Type : Console | area : private || him holding holding ngth parsing .
name : Nobody | Type : Nobody | area : relay || parsing ebus Nobody ebus him .
name : parsing | Type : ebus | area : Console || relay ebus prohibit private him .
name : Nobody | Type : Console | area : ebus || ebus him private private parsing .
name : private | Type : Nobody | area : holding || holding ebus ebus Nobody holding .
name : ebus | Type : Console | area : parsing || Console parsing ngth prohibit prohib
name : Nobody | Type : ngth | area : Console || holding private ebus ngth Nobody .
name : private | Type : him | area : ngth || ngth ebus him parsing relay .
name : Nobody | Type : relay | area : private || private Nobody parsing holding priva
name : ebus | Type : Console | area : holding || ebus ngth Console holding him .
name : ebus | Type : holding | area : parsing || Nobody Console him relay prohibit .
name : parsing | Type : Nobody | area : him || private Console private Console relay 
name : ngth | Type : ngth | area : Nobody || holding relay parsing ebus Nobody .
name : ngth | Type : prohibit | area : ngth || private ebus ngth Nobody ebus .
name : ngth | Type : Console | area : holding || prohibit relay Console holding ebus 
name : private | Type : parsing | area : him || relay relay private holding holding .
name : private | Type : parsing | area : Nobody || relay prohibit Nobody prohibit pri
name : ngth | Type : ngth | area : ebus || him ngth relay relay Console .
name : private | Type : private | area : ngth || Nobody parsing ngth holding relay .
name : private | Type : Console | area : ngth || him parsing Nobody Nobody ebus .
name : ebus | Type : him | area : Console || Console ebus holding holding ebus .
name : ngth | Type : prohibit | area : prohibit || holding Console parsing private Co
name : Nobody | Type : ebus | area : prohibit || Nobody Console private holding priva
name : ngth | Type : ngth | area : relay || relay ngth parsing Console private .
name : ngth | Type : Nobody | area : parsing || ebus ebus prohibit ebus parsing .
name : Nobody | Type : private | area : holding || relay Nobody holding prohibit ebus
name : Nobody | Type : him | area : ebus || him parsing Nobody prohibit prohibit .
name : private | Type : prohibit | area : Nobody || Console prohibit relay prohibit h
name : Nobody | Type : ebus | area : relay || ebus ebus him ebus prohibit .
name : ebus | Type : him | area : relay || holding holding holding ebus Nobody .
name : Nobody | Type : Console | area : relay || relay ebus relay ebus relay .
name : parsing | Type : holding | area : Console || him relay him Console Console .
name : ebus | Type : prohibit | area : holding || Console private private prohibit hi
name : ebus | Type : Nobody | area : holding || ebus private relay prohibit holding .
name : ebus | Type : private | area : private || holding relay ebus Nobody Console .
name : Nobody | Type : ebus | area : him || Nobody ebus prohibit Console Nobody .
name : ngth | Type : holding | area : him || holding ngth him ebus him .
name : ebus | Type : private | area : private || ebus him parsing him prohibit .
name : ebus | Type : Nobody | area : him || holding private private Console Nobody .
name : ebus | Type : ebus | area : holding || him holding parsing Nobody Console .
name : Nobody | Type : him | area : ebus || private him ebus Nobody ebus .
name : private | Type : relay | area : him || prohibit ebus private him ngth .
name : ebus | Type : parsing | area : parsing || ngth ngth holding parsing him .
name : Nobody | Type : Nobody | area : Console || Console Nobody Nobody him Nobody .
name : Nobody | Type : Console | area : prohibit || prohibit private Nobody relay par
name : private | Type : holding | area : prohibit || ebus ngth him Nobody relay .
name : ngth | Type : ebus | area : Nobody || holding parsing ebus private Console .
name : ebus | Type : ngth | area : parsing || prohibit him prohibit parsing prohibit 
name : parsing | Type : ngth | area : parsing || relay private him relay relay .
name : private | Type : private | area : prohibit || Nobody holding parsing Nobody re
name : Nobody | Type : ngth | area : him || parsing private relay Console him .
name : Nobody | Type : holding | area : Console || ngth holding Nobody holding Consol
name : parsing | Type : ngth | area : Console || Nobody him relay him ebus .
name : ebus | Type : Console | area : prohibit || Console private relay him Nobody .
name : Nobody | Type : ngth | area : parsing || Console private Console holding holdi
name : parsing | Type : relay | area : him || ebus holding him ebus ngth .
name : private | Type : Console | area : ngth || Console him relay ebus ebus .
name : ebus | Type : parsing | area : ebus || parsing him holding holding him .
name : private | Type : relay | area : holding || parsing ebus private parsing Nobody
name : parsing | Type : ebus | area : holding || private Nobody ngth Console Nobody .
name : private | Type : him | area : ebus || private ebus parsing private ngth .
name : ebus | Type : holding | area : ngth || ngth him private Nobody prohibit .
name : ebus | Type : Nobody | area : holding || prohibit Nobody prohibit ngth holding
name : ebus | Type : prohibit | area : relay || private Console ngth parsing private 
name : Nobody | Type : prohibit | area : Nobody || ngth ngth ebus prohibit private .
name : ebus | Type : Console | area : relay || private private holding holding prohib
name : ebus | Type : him | area : parsing || him prohibit relay Nobody prohibit .
name : parsing | Type : holding | area : relay || Console ebus holding private relay 
name : ebus | Type : him | area : holding || Nobody Nobody relay parsing prohibit .
name : Nobody | Type : prohibit | area : ngth || him him holding ebus relay .
name : Nobody | Type : Nobody | area : Console || relay him Nobody holding relay .
name : ebus | Type : parsing | area : prohibit || him prohibit Nobody Nobody private 
name : parsing | Type : relay | area : ebus || ebus relay Nobody relay Console .
name : ngth | Type : him | area : Nobody || Nobody Console Console ebus Nobody .
name : Nobody | Type : relay | area : prohibit || parsing ngth private relay Console 
name : private | Type : relay | area : him || private private Nobody private ebus .
name : ngth | Type : private | area : prohibit || ngth ngth Nobody Nobody him .
name : parsing | Type : parsing | area : him || Console ebus ebus parsing ebus .
name : Nobody | Type : prohibit | area : relay || parsing private ngth parsing parsin
name : parsing | Type : him | area : parsing || Console him prohibit prohibit private
name : ngth | Type : relay | area : him || relay prohibit holding relay ebus .
name : private | Type : him | area : Nobody || private parsing parsing prohibit him .
name : Nobody | Type : holding | area : Nobody || him private prohibit Console relay 
name : ngth | Type : ebus | area : ngth || Console Nobody prohibit parsing Nobody .
name : parsing | Type : relay | area : parsing || ebus prohibit Nobody parsing ngth .
name : ngth | Type : ngth | area : private || ngth ngth Nobody private ngth .
name : Nobody | Type : ngth | area : him || ebus Nobody Console Nobody prohibit .
name : ebus | Type : parsing | area : parsing || relay relay holding ngth Nobody .
name : ebus | Type : Console | area : ngth || relay private ngth ngth parsing .
name : parsing | Type : prohibit | area : parsing || holding Console ngth parsing par
name : parsing | Type : parsing | area : prohibit || ebus Console private private hol
name : parsing | Type : ebus | area : him || him holding ebus parsing prohibit .
name : parsing | Type : parsing | area : holding || ebus him him parsing Nobody .
name : private | Type : ngth | area : relay || ebus Console Console him relay .
name : ebus | Type : ngth | area : prohibit || relay prohibit prohibit holding Nobody
name : parsing | Type : him | area : Nobody || ebus relay prohibit parsing private .
name : ngth | Type : him | area : private || ngth Nobody private him ngth .
name : parsing | Type : ngth | area : ngth || him ebus ngth private Nobody .
name : ngth | Type : relay | area : ebus || him private Console Console ebus .
name : private | Type : parsing | area : ngth || him private ebus him Console .
name : parsing | Type : holding | area : parsing || parsing relay parsing parsing pro
name : Nobody | Type : Console | area : prohibit || ebus private Console parsing priv
name : private | Type : parsing | area : Console || Nobody private ebus Nobody Consol
name : private | Type : Console | area : relay || prohibit him Console him relay .
name : private | Type : parsing | area : holding || him Console Nobody Console holdin
name : Nobody | Type : prohibit | area : Console || relay relay Console him prohibit 
name : ebus | Type : Console | area : private || him Console him Console Console .
name : ebus | Type : ebus | area : holding || Console parsing Nobody Console Console 
name : ebus | Type : Nobody | area : ebus || holding parsing relay private him .
name : Nobody | Type : private | area : private || prohibit relay ebus Console ngth .
name : private | Type : him | area : Console || Nobody parsing relay ebus private .
name : parsing | Type : relay | area : prohibit || Console relay ebus him Nobody .
name : Nobody | Type : private | area : Nobody || private parsing parsing Console rel
name : ngth | Type : ebus | area : relay || Nobody relay parsing relay Console .
name : parsing | Type : ngth | area : holding || prohibit relay ngth relay him .
name : Nobody | Type : ngth | area : ebus || ebus private him Console prohibit .
name : Nobody | Type : Nobody | area : ebus || ebus holding relay ngth relay .
name : ngth | Type : ebus | area : prohibit || holding Nobody ebus relay private .
name : parsing | Type : Console | area : ngth || holding ngth ngth parsing holding .
name : Nobody | Type : holding | area : Console || parsing Nobody Console ngth ngth .
name : ngth | Type : private | area : Console || ngth holding him holding private .
name : ebus | Type : ebus | area : relay || ebus prohibit private relay prohibit .
name : parsing | Type : Nobody | area : private || ebus him ngth Nobody parsing .
name : ebus | Type : him | area : ebus || private Console private Nobody Nobody .
name : private | Type : him | area : ngth || holding prohibit ebus Nobody holding .
name : ngth | Type : private | area : him || holding Nobody ebus Nobody parsing .
name : ngth | Type : ngth | area : him || Nobody holding Console ngth private .
name : ngth | Type : relay | area : holding || ngth private him relay ngth .
name : ebus | Type : Console | area : prohibit || Nobody relay parsing parsing Nobody
name : ngth | Type : parsing | area : relay || parsing prohibit ebus Console private 
name : ebus | Type : holding | area : him || parsing him ngth Nobody relay .
name : ngth | Type : Console | area : Console || ebus private holding ebus private .
name : parsing | Type : ngth | area : him || private Console him holding holding .
name : ebus | Type : ebus | area : Console || holding prohibit Nobody prohibit prohib
name : ngth | Type : Nobody | area : relay || Nobody Console relay Nobody Console .
name : parsing | Type : Nobody | area : Nobody || parsing ngth Nobody holding ngth .
name : private | Type : private | area : prohibit || relay parsing Console relay ngth
name : private | Type : him | area : relay || Console holding ebus ngth relay .
name : ngth | Type : Console | area : him || Console prohibit Console ebus him .
name : private | Type : relay | area : Console || ngth ebus Nobody Console parsing .
name : ebus | Type : Nobody | area : ebus || relay prohibit private Console relay .
name : Nobody | Type : prohibit | area : prohibit || relay prohibit holding ebus hold
name : private | Type : him | area : holding || him relay Console ebus Nobody .
name : private | Type : ngth | area : Nobody || holding ngth holding prohibit private
name : private | Type : holding | area : ebus || ngth him ngth parsing private .
name : private | Type : private | area : parsing || Console holding ngth Nobody priva
name : private | Type : private | area : holding || prohibit relay private private Co
name : private | Type : ngth | area : Console || relay Nobody ebus ngth prohibit .
name : ebus | Type : ngth | area : ebus || him relay him holding him .
name : parsing | Type : private | area : Console || holding prohibit him ebus Console
name : private | Type : parsing | area : private || Console him him parsing holding .
name : parsing | Type : parsing | area : him || prohibit him ebus holding parsing .
name : private | Type : holding | area : prohibit || ebus parsing Console Console Con
name : parsing | Type : ebus | area : ebus || private holding relay Console ngth .
name : ngth | Type : ngth | area : Nobody || prohibit Console private private Nobody 
name : Nobody | Type : parsing | area : Nobody || him parsing prohibit parsing him .
name : private | Type : ebus | area : private || ngth prohibit parsing relay holding 
name : ngth | Type : him | area : relay || him him holding him parsing .
name : ebus | Type : Console | area : ngth || Nobody Nobody him holding relay .
name : parsing | Type : private | area : prohibit || ebus Console ebus parsing holdin
name : Nobody | Type : Nobody | area : ngth || him Console relay holding him .
name : ngth | Type : Nobody | area : him || parsing prohibit parsing holding ebus .
name : parsing | Type : ngth | area : parsing || holding private Nobody Console priva
name : Nobody | Type : ebus | area : ebus || prohibit holding Nobody prohibit Nobody 
name : parsing | Type : relay | area : relay || private Nobody private holding privat
name : private | Type : Nobody | area : him || Console private holding prohibit Nobod
name : ebus | Type : ebus | area : private || holding prohibit prohibit relay him .
name : private | Type : Console | area : parsing || parsing private him ebus holding 
name : ebus | Type : holding | area : Nobody || Nobody ngth holding him Console .
name : ebus | Type : ngth | area : parsing || ebus prohibit parsing ngth private .
name : Nobody | Type : relay | area : ebus || holding ngth parsing him prohibit .
name : ebus | Type : holding | area : relay || prohibit prohibit ebus Console Nobody 
name : Nobody | Type : private | area : Nobody || ebus ngth holding ngth ebus .
name : parsing | Type : parsing | area : prohibit || relay holding relay prohibit hol
name : ebus | Type : ebus | area : holding || holding him him Nobody Console .
name : private | Type : parsing | area : him || ngth ebus holding prohibit Nobody .
name : ebus | Type : Nobody | area : prohibit || holding prohibit prohibit Console Co
name : parsing | Type : relay | area : Nobody || parsing ebus ngth Console him .
name : private | Type : prohibit | area : parsing || relay ebus relay prohibit parsin
name : Nobody | Type : Console | area : relay || ebus parsing ngth Console ngth .
name : private | Type : holding | area : ngth || private holding parsing private priv
name : private | Type : relay | area : him || him Console Console parsing parsing .
name : ebus | Type : him | area : holding || Console relay Nobody parsing relay .
name : parsing | Type : prohibit | area : Console || Console relay holding Nobody par
name : Nobody | Type : ebus | area : private || Nobody Nobody ngth Nobody him .
name : Nobody | Type : ebus | area : private || ngth ebus parsing relay ebus .
name : Nobody | Type : relay | area : parsing || Nobody private private parsing prohi
name : Nobody | Type : prohibit | area : ebus || parsing relay ngth private Nobody .
name : private | Type : ebus | area : Console || Console private private prohibit him
name : private | Type : him | area : relay || relay ngth Nobody holding relay .
name : parsing | Type : private | area : holding || parsing private Console parsing h
name : parsing | Type : Nobody | area : ngth || Nobody holding him him Nobody .
name : ngth | Type : Nobody | area : ngth || Console ngth Console him holding .
name : ngth | Type : prohibit | area : prohibit || relay parsing relay relay ngth .
name : ngth | Type : prohibit | area : prohibit || holding private Nobody prohibit pr
name : ebus | Type : ebus | area : private || private Console private ngth parsing .
name : ngth | Type : him | area : Console || private parsing him holding him .
name : parsing | Type : Console | area : relay || holding him ebus private ngth .
name : private | Type : ngth | area : him || prohibit Console Console ebus prohibit .
name : private | Type : Nobody | area : him || holding relay parsing Nobody him .
name : ngth | Type : ngth | area : private || Console prohibit private parsing prohib
name : parsing | Type : him | area : relay || Nobody him private ebus ngth .
name : parsing | Type : ebus | area : ebus || prohibit ebus holding him parsing .
name : parsing | Type : ebus | area : ngth || private ebus Nobody Console parsing .
name : parsing | Type : relay | area : holding || holding holding ngth holding Consol
name : ngth | Type : prohibit | area : private || ebus Console prohibit relay parsing
name : private | Type : ebus | area : him || Nobody prohibit prohibit parsing holding
name : ngth | Type : holding | area : private || parsing Nobody ebus parsing parsing 
name : parsing | Type : relay | area : him || Console prohibit ebus private prohibit 
name : ebus | Type : him | area : Nobody || Nobody prohibit parsing prohibit parsing 
name : parsing | Type : holding | area : private || relay Nobody holding parsing proh
name : ngth | Type : Console | area : relay || him relay relay relay relay .
name : ebus | Type : ngth | area : ebus || private holding holding ebus private .
name : ngth | Type : holding | area : relay || him parsing ngth prohibit relay .
name : ngth | Type : relay | area : parsing || private ngth private Console relay .
name : private | Type : him | area : prohibit || ngth private prohibit Nobody parsing
name : ebus | Type : him | area : prohibit || parsing parsing relay parsing holding .
name : ngth | Type : Console | area : Nobody || Console prohibit parsing Console pars
name : parsing | Type : ebus | area : Nobody || him holding ngth Nobody private .
name : Nobody | Type : Console | area : parsing || him prohibit prohibit Nobody Conso
name : parsing | Type : ngth | area : ngth || private ngth holding prohibit Nobody .
name : ebus | Type : Nobody | area : Console || ngth ngth prohibit him private .
name : ebus | Type : relay | area : parsing || private ebus ngth Console relay .
name : ebus | Type : ebus | area : prohibit || private Console him prohibit relay .
name : parsing | Type : parsing | area : parsing || him holding parsing him him .
name : Nobody | Type : Console | area : Console || holding relay him him Console .
name : parsing | Type : him | area : private || Nobody parsing holding him prohibit .
name : parsing | Type : holding | area : holding || prohibit Console holding prohibit
name : Nobody | Type : him | area : relay || Nobody ngth ebus private parsing .
name : parsing | Type : private | area : Nobody || private relay relay relay ebus .
name : parsing | Type : him | area : holding || prohibit private him parsing Console 
name : Nobody | Type : parsing | area : private || relay ebus Nobody Nobody prohibit 
name : Nobody | Type : holding | area : relay || him private private Console Console 
name : private | Type : ngth | area : Console || holding prohibit Nobody ebus ebus .
name : Nobody | Type : private | area : ebus || ebus holding private holding him .
name : ebus | Type : ebus | area : Nobody || holding Nobody holding holding ebus .
name : Nobody | Type : Nobody | area : private || holding relay prohibit ebus relay .
name : Nobody | Type : parsing | area : prohibit || ebus ebus ebus holding parsing .
name : ngth | Type : him | area : him || Console him Console prohibit private .
name : ebus | Type : Console | area : holding || Console prohibit private ebus privat
name : parsing | Type : Console | area : holding || private parsing relay relay relay
name : Nobody | Type : private | area : Console || ebus private him parsing holding .
name : parsing | Type : parsing | area : Nobody || Nobody him ngth prohibit holding .
name : private | Type : Nobody | area : parsing || holding relay holding holding Cons
name : ebus | Type : parsing | area : ebus || him Console Nobody Console prohibit .
name : Nobody | Type : parsing | area : parsing || Nobody him Console relay Nobody .
name : private | Type : ebus | area : relay || prohibit him private holding holding .
name : private | Type : ebus | area : holding || Nobody prohibit ebus relay relay .
name : Nobody | Type : holding | area : Console || Console parsing Nobody Console ngt
name : ebus | Type : Console | area : him || ngth ngth private Console private .
name : Nobody | Type : parsing | area : private || ngth prohibit parsing Console rela
name : private | Type : relay | area : private || him ngth Console Console Nobody .
name : ebus | Type : private | area : parsing || Nobody him ebus Nobody relay .
name : Nobody | Type : Console | area : ebus || parsing relay parsing ngth ebus .
name : ebus | Type : parsing | area : prohibit || parsing parsing Console ngth holdin
name : private | Type : parsing | area : parsing || private holding him Console parsi
name : Nobody | Type : ngth | area : ebus || ngth him relay private ngth .
name : Nobody | Type : relay | area : private || Nobody parsing Nobody Nobody prohibi
name : Nobody | Type : Console | area : Nobody || private ngth ebus ebus ebus .
name : private | Type : ngth | area : Console || Console relay Console relay prohibit
name : Nobody | Type : Console | area : Console || Console private holding Nobody ebu
name : private | Type : ebus | area : Nobody || relay ngth ebus relay ebus .
name : private | Type : relay | area : prohibit || ngth ebus ebus ngth ngth .
name : ngth | Type : holding | area : Console || ngth him him private ngth .
name : ebus | Type : holding | area : parsing || private parsing him relay holding .
name : parsing | Type : parsing | area : Nobody || parsing parsing ngth him prohibit 
name : ebus | Type : prohibit | area : him || Console holding Nobody private holding 
name : ebus | Type : ngth | area : relay || relay private holding prohibit holding .
name : Nobody | Type : Console | area : parsing || ebus holding Console Console parsi
name : private | Type : Console | area : private || ebus ebus holding private private
name : Nobody | Type : relay | area : ebus || parsing parsing prohibit ngth relay .
name : Nobody | Type : private | area : private || parsing relay him private him .
name : parsing | Type : holding | area : Nobody || relay Nobody ebus ngth Nobody .
name : parsing | Type : relay | area : Nobody || parsing Nobody ebus Console ebus .
name : ebus | Type : ebus | area : ebus || him Nobody ebus prohibit Console .
name : parsing | Type : him | area : Nobody || prohibit Console Nobody relay parsing 
name : ngth | Type : ngth | area : ebus || prohibit private private Console Console .
name : private | Type : parsing | area : Console || ngth ngth relay him ngth .
name : private | Type : parsing | area : private || Console him private relay ngth .
name : ebus | Type : Console | area : relay || private Nobody Console ngth ebus .
name : Nobody | Type : Console | area : Nobody || ngth holding Nobody ebus holding .
name : ngth | Type : parsing | area : parsing || parsing him holding relay Nobody .
name : private | Type : relay | area : ngth || Console Nobody Console Console him .
name : parsing | Type : holding | area : parsing || ngth ngth him parsing prohibit .
